,ref,ans,bleu-1,bleu-2,bleu-3,bleu-4
309,chandler please,i don't need you or anybody else,0.0,0.0,0.0,0.0
310,fine okay enjoy your concert,i'm gonna make it on my own,0.0,0.0,0.0,0.0
311,that's two now,you'll see,0.0,0.0,0.0,0.0
312,in love with you,you'll,0.0,0.0,0.0,0.0
313,what,i didn't know ross and you were so close,0.0,0.0,0.0,0.0
314,yeah i know it's my birthday we all should be here,we weren't but we had one class together he was such a great guy and he talked so passionately about science i always remembered him,0.08,0.0,0.0,0.0
315,we're actually at the end of one of our research cycles so we're not looking for applicants right now,i'm sure that would mean a lot to him,0.0,0.0,0.0,0.0
316,nothing nothing,and if heaven has a door i'm sure he's pressing his ear up against it and listening intently,0.0,0.0,0.0,0.0
317,now do you have any idea what you just said,i thought so many times about calling him and asking him out i guess i really missed my chance,0.0,0.0,0.0,0.0
318,sirony,but you didn't,0.0,0.0,0.0,0.0
319,i guess you wouldn't believe me if i said i was kurt douglas huh,i'm still alive,0.0,0.0,0.0,0.0
320,yes i'm very glad you're here,kori i know this is a big surprise for you,0.0,0.0,0.0,0.0
321,whew it's hot with all of this stuff on,it's a long story but the things you just said really made my day,0.07142857,0.0,0.0,0.0
322,i'know it's really lame but i got these tickets from my boss andoh no no no no my god,i mean the fact that you are here means more to me than if this room were filled with people,0.05,0.0,0.0,0.0
323,well you see thethe thing is wewe only got we kinda have one shot to make it right,you sick freak who does that i can't believe i had a crush on you,0.05458205,0.0,0.0,0.0
324,soso that'sthat's what i'm doing now,did you hear that kori weston had a crush on me,0.0,0.0,0.0,0.0
325,joey if i go first i wanna be looking for my keys,okay,0.0,0.0,0.0,0.0
326,no thank you you have given me so much i mean if it wasn't for you i would never have gotten to sing,so eight days late huh,0.00546474,0.0,0.0,0.0
327,that's all for today,yeah,0.0,0.0,0.0,0.0
328,things that move me the the shadow of a tree a child laughing or this lip,you must be a little uncomfortable,0.03147927,0.0,0.0,0.0
329,well kinda old like,eh just a tad,0.0,0.0,0.0,0.0
330,how did youknow,you're about percent effaced so you're on your way,0.0,0.0,0.0,0.0
331,yeah i mean i was gonna be homeless,it still could last a little while longer,0.0,0.0,0.0,0.0
332,really,if you're anxious there are a few ways to help things along,0.0,0.0,0.0,0.0
333,don't you talk to my husband like that you stupid bastard,do them,0.0,0.0,0.0,0.0
334,now get out of here you,actually they're things you can do just some home remedies but in my experience i've found that some of them are quite effective,0.08695652,0.0,0.0,0.0
335,that's why you broke up with me,well we are ready to try anything,0.0,0.0,0.0,0.0
336,oh uh can it wait a second joey i have to tell my parents something no it can't okay,okay there's an herbal tea you can drink,0.0632099,0.0,0.0,0.0
337,no legchewing for us sir,okay,0.0,0.0,0.0,0.0
338,i think it's the most beautiful table i've ever seen,oh she misunderstood she thought she was moving to tulsa,0.0,0.0,0.0,0.0
339,die hard,ok ok here we go,0.0,0.0,0.0,0.0
340,can you just pick one so i can watchhave a perfect magical weekend together with you,ok where am i talking to here,0.03949329,0.0,0.0,0.0
341,you need to give him money,i mean uh well there is one way that seems to offer a certain acoustical advantage but,0.05882353,0.0,0.0,0.0
342,okay i'll be up in pages front and back very exciting,just aim for the bump,0.0,0.0,0.0,0.0
343,unless you wanna practice the foxtrot again oror the tango,ok ok ok ok here goes,0.0,0.0,0.0,0.0
344,um that's ok ok all right now we need the semen of a righteous man,you know i you know can't do this,0.0,0.0,0.0,0.0
345,yeah i know it's my birthday we all should be here,uh this is too weird,0.0,0.0,0.0,0.0
346,yeah,i feel stupid,0.0,0.0,0.0,0.0
347,okay,so don't do it it's fine you don't have to do it just because susan does it,0.0,0.0,0.0,0.0
348,but i told you i didn't have the time,hello baby hello hello,0.0,0.0,0.0,0.0
349,all right i can't sit here anymore i have to walk places,okay i do,0.01659569,0.0,0.0,0.0
350,okay,okay,1.0,0.0,0.0,0.0
351,nononono,i really do,0.0,0.0,0.0,0.0
352,yeah and until then you are going to sing to me because the radio's broken and you are selfish but have a nice voice,okay i'm gonna get your coat and then i'lli'll put you in a cab,0.13986905,0.0,0.0,0.0
353,but there are no boles she's smooth,okay oh wait waitwait you're not gonna come with me,0.0,0.0,0.0,0.0
354,now i say we shed thesethese coats that separate us and we get to know the people underneath,of course i am i just have to make a call,0.09622061,0.0,0.0,0.0
355,and i always figured when the right one comes along i'd be able to be a standup guy and go the distance y'know,okay,0.0,0.0,0.0,0.0
356,so as long as it's hot onstage you got nothing to worry about,okay,0.0,0.0,0.0,0.0
357,nononono,thank you oww god,0.0,0.0,0.0,0.0
358,then we went to this bar and he hooked us up with all these women,what i wh what's wrong,0.0,0.0,0.0,0.0
359,really cause i could kinda use the money,i'm sorry i just can't go to the hospital lookin' like this,0.16666667,0.0,0.0,0.0
360,and the chefs eat with the other chefs right,run run you crazy rich freak,0.0,0.0,0.0,0.0
361,mia hamm,oh i can't watch this,0.0,0.0,0.0,0.0
362,yeah come on eat whatever you want dr roger got beeped again,check it out he's winning pete's winning,0.0,0.0,0.0,0.0
363,do you realize i have a classroom full of students,really,0.0,0.0,0.0,0.0
364,well y'know we would umm repeat everything the other said or uh we'd jump out of closets to scare each other or switch the sugar for the salt so they'd put salt on their cereal,nooo,0.0,0.0,0.0,0.0
365,hello jennifer,uhoh bruiser has becker on the canvas and is going for his favourite area,0.0,0.0,0.0,0.0
366,and just to be on the safe side dr wells wanted a more comprehensive overview of you status so he sent me,oh oh,0.0,0.0,0.0,0.0
367,oh yeah you have to tell her,wait if that's his favourite area why is he being so mean to it,0.07142857,0.0,0.0,0.0
368,i'm the supply manager,well this is ironic,0.0,0.0,0.0,0.0
369,it was it was an amazing night,of your last two boyfriends richard didn't want to have kids and from the looks of it now pete can't,0.05,0.0,0.0,0.0
370,yeah well that's how mad i am,we could or we can have sex in it,0.0,0.0,0.0,0.0
371,you don't play the oboe,well let me think about that while i remove my pants,0.0,0.0,0.0,0.0
372,oh my god i do love you how did you do it,hey i'm with you he even asked me if i thought you'd go out with him,0.125,0.0,0.0,0.0
373,you're drunk mom and dad are gonna be maaaaadd maybe i'm a little drunk,oh oh i think i'm gonna throw up a little bit what did you say,0.26666667,0.13801311,0.0,0.0
374,here comes the bride,i said no,0.0,0.0,0.0,0.0
375,do you want my pickle,what,0.0,0.0,0.0,0.0
376,it's from rachel she said that she loved the present and she will see you when you get back,what ii just figured since you're pregnant you're not gonna be seeing people,0.0,0.0,0.0,0.0
377,oh right i completely forgot about that,goodgood don't tell him don't tell him just have him call me okay,0.0,0.0,0.0,0.0
378,well then we'll get wet,rach look i really don't think that's such a great,0.0,0.0,0.0,0.0
379,you think you know me so well,okay you go do it i'll come back to that set i'll meet more actors i'll meet em all,0.05263158,0.0,0.0,0.0
380,yeah i'm just taking pledges here eh,that's okay,0.0,0.0,0.0,0.0
381,yeah,she's still in there enjoying her fake party and uh it's too late to do any of the things i had planned so,0.0,0.0,0.0,0.0
382,oh my god are you guys okay,you tell them to wait,0.13406401,0.0,0.0,0.0
383,oh oh my god,okay wait wait,0.0,0.0,0.0,0.0
384,joey,emily,0.0,0.0,0.0,0.0
385,oh joey don't,oh nonono ohno no no emily,0.16666667,0.0,0.0,0.0
386,yeah we got him back everything's fine,okay,0.0,0.0,0.0,0.0
387,yeah but of course we had to update it a little bit hey by the way great thinking about catching me,nevermind,0.0,0.0,0.0,0.0
388,we could totally be ourselves we didn't have to play any games,no ii actually thought it was unfair the way everyone reacted i mean you had just moved in,0.0,0.0,0.0,0.0
389,and then guess what,jen,0.0,0.0,0.0,0.0
390,pizza delivery,jen i know this may sound a little but uh would you maybe wanna grab a cup of coffee sometime or,0.0,0.0,0.0,0.0
391,listen,sure that would be nice,0.0,0.0,0.0,0.0
392,and you're not supposed to be gossiping,umm,0.0,0.0,0.0,0.0
393,i bet ya ya i could fit in there,oh my number is on there give me a call,0.1,0.0,0.0,0.0
394,oh what did i say,i will give you a call,0.16666667,0.0,0.0,0.0
395,but youyou said black why would he want his blue blazer black,i'll see you later,0.0,0.0,0.0,0.0
396,and if not we got to do it on a bucket,okay,0.0,0.0,0.0,0.0
397,so,i forgot my paper,0.0,0.0,0.0,0.0
398,we can getwhat are thosethose patches,what,0.0,0.0,0.0,0.0
399,that's right made expressly for val kilmer and worn by him in the hit filmthat batman film he was in,okay,0.0,0.0,0.0,0.0
400,umm i am free tomorrow night,ow,0.0,0.0,0.0,0.0
401,they're wildly unpopular,aren't you gonna go,0.0,0.0,0.0,0.0
402,because you're pure evil horny and alone i mean it's not fair to you,no thank you,0.00852051,0.0,0.0,0.0
403,thanks,no rachel never pees in public restrooms,0.0,0.0,0.0,0.0
404,so forget it,well they never have any paper in there y'know so my rule is no tissue no tuschy' well if everybody's going,0.04761905,0.0,0.0,0.0
405,okay i'll see you tomorrow,no y'know what don't close it cause the keysare in there,0.0,0.0,0.0,0.0
406,well what happened at dinner,oh nononononono,0.0,0.0,0.0,0.0
407,see didn't i tell you you're getting over ross already,what's going on,0.0,0.0,0.0,0.0
408,oh it's this big budget period movie about these three italian brothers who come to america around the turn of the century,my lighter's in there,0.0,0.0,0.0,0.0
409,so they're constantly like having to reassure each other that they're having a good time,although don't feel like you can't visit,0.04555808,0.0,0.0,0.0
410,do you ah want to get her something speacial get her flowers get her candy get her gum girls love gum,hey is is is chandler here,0.0,0.0,0.0,0.0
411,oh yeah wasn't she uh,no no he's not,0.0,0.0,0.0,0.0
412,no one of them,you guys joey just saw janice kissing her exhusband,0.0,0.0,0.0,0.0
413,look i don't think so pheebs all right i'll do it but just because you're a friend,what so what are you going to do i mean how how are you going to tell chandler,0.16666667,0.0,0.0,0.0
414,ohh that's too bad,well i was thinking about that and i i think the best way would be to not,0.0,0.0,0.0,0.0
415,really,joey you can't keep this to yourself if you know about this you have to tell him,0.0,0.0,0.0,0.0
416,i'm afraid i can't let you do that joe,it'll kill him i mean it'll it'll just kill him,0.1,0.0,0.0,0.0
417,alright i'm gonna go pick up a few things for the trip,well you could wait til i go to the dentist maybe,0.16601831,0.0,0.0,0.0
418,hey uh i don't mean to be presumptuous but i have these two tickets to the ballroom dancing finals tomorrow night if you want to go,well oh just ah i was just wondering when you and i split up did you get the tape that was half the last episode of,0.15384615,0.0,0.0,0.0
419,you guys would never want to go to a lecture with me,ah yeah but now it's susan and me in mexico and the hostages coming home,0.06666667,0.0,0.0,0.0
420,i'm fine no i'm not alone i don't know some guy,where's ben,0.0,0.0,0.0,0.0
421,so you don't have the cameras,he's sleeping,0.0,0.0,0.0,0.0
422,yeah you still have feelings for me,ahh ooh is this a ah is this a bad time,0.0,0.0,0.0,0.0
423,well then what is it,umm yeah actually susan's gonna be home any minute it's kinda an anniversary,0.0,0.0,0.0,0.0
424,there's this kid in my class who said he's in love with me,oh i thought you guys got married in uh january,0.07408182,0.0,0.0,0.0
425,i'm monica's maid of honor okay don't try to blue pin me,it's not that kind of anniversary,0.06131324,0.0,0.0,0.0
426,sure uh let me get it for ya,ah oh,0.0,0.0,0.0,0.0
427,if you don't get that,sooo anyway,0.0,0.0,0.0,0.0
428,that's great but shouldn't you be on the toilet right now,oh oh oh i'll get rainy day bear',0.0,0.0,0.0,0.0
429,hey you can cancel plans with friends if there is the possibility for sex,because he'll know what to do oh my god you're a genius,0.0,0.0,0.0,0.0
430,i'm gonna go kiss ben goodnight,oh god oh god it's sowed on though,0.0,0.0,0.0,0.0
431,water breaking what do you mean what's that water breaking,give it give it,0.0,0.0,0.0,0.0
432,ooh looklooklooklooklook i got monica naked,okay,0.0,0.0,0.0,0.0
433,so we never got to hear about your wedding,oh,0.0,0.0,0.0,0.0
434,where is that book that you are reading with the two women who were iceskating and wearing wearing those hats with the flowers on it,oh it's just like a bloodbath in here today,0.0,0.0,0.0,0.0
435,i don't know i'm sorry i always slept in the back when we drove up here,yeah well there's a lot of things carol never did before i came along,0.06191985,0.0,0.0,0.0
436,welcome back to our fall telethon now if you've been enjoying the performance of,get in here,0.0,0.0,0.0,0.0
437,ross can i talk to you for a minute,come on,0.0,0.0,0.0,0.0
438,we are gonna be here for a while it looks like and we still have boyfriends and your career to cover,my god you guys i don't believe you,0.0,0.0,0.0,0.0
439,ah well this is the living room,there are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing,0.08,0.0,0.0,0.0
440,that's funny who are they,so just stop all the yelling just stop it,0.0,0.0,0.0,0.0
441,calm down calm down you set me up with the woman that i've dumped twice in the last five months,yeah susan,0.0,0.0,0.0,0.0
442,he knew we were trying to get rid of him he knew you think we could get a bathtub in our kitchen,don't make me do this again i don't like my voice like this,0.0,0.0,0.0,0.0
443,why don't we why don't we see what kind of number he has on his speed dial and then from that we can tell who has more in common with him,ok who wants to hear something ironic,0.00463332,0.0,0.0,0.0
444,dude what are yoyou trying to kill me,i didn't do that who would've done that,0.0,0.0,0.0,0.0
445,that's what i do now,son of a bitch,0.0,0.0,0.0,0.0
446,right ok ok uh ducks is heads because ducks have heads,okay maybe ask this guy,0.0,0.0,0.0,0.0
447,y'know i mean it was really exciting at first but now it's like okay so where are we gonna eat ever,y'know sometimes the good ideas are just right in front of you aren't they,0.08664724,0.0,0.0,0.0
448,i know we're not but frank medeio and eva trorro womba,okay i know it sounds crazy but i think it might work y'know the only problem is carl's acting is,0.15,0.08885233,0.0,0.0
449,oh my god,the,0.0,0.0,0.0,0.0
450,set it down over there and then you can make a contribution,yeah he's the reason i didn't get that big,0.0,0.0,0.0,0.0
451,well chandler and i are in a bar,hey uh can i get a little piece of that cake,0.18181818,0.0,0.0,0.0
452,no you don't,pizza we like pizza get out,0.0,0.0,0.0,0.0
453,oh please did you hear that little drops of heaven,sure i love this part,0.0,0.0,0.0,0.0
454,hoho i will,come on in,0.0,0.0,0.0,0.0
455,you know what else i'm not gonna miss,in the moment yeah,0.0,0.0,0.0,0.0
456,what,but only in the moment so do ya wanna kiss again,0.0,0.0,0.0,0.0
457,umm jo's a girl it's short for josephine,sure new year's eve is only two weeks away can you wait,0.0,0.0,0.0,0.0
458,oh she's not home huh,no,0.0,0.0,0.0,0.0
459,eww,me neither,0.0,0.0,0.0,0.0
460,dude howhow did you write this,,0.0,0.0,0.0,0.0
461,thank you,joey you don't have to count down every time we kiss,0.09090909,0.0,0.0,0.0
462,actually i do have one small complaint,uh yeah okay except i sorta felt like i needed a couple of seconds to get ready,0.05882353,0.0,0.0,0.0
463,can you tell it to me when you're getting me some iced tea,okay okay,0.0,0.0,0.0,0.0
464,well half a brownie,if i were omnipotent for a day i would want um world peace no more hunger good things for the rainforestand bigger boobs,0.04347826,0.0,0.0,0.0
465,yes joanna really has been an incredible mentor to me,yeah see you took mine chandler what about you,0.0,0.0,0.0,0.0
466,well now let'slet's look at this objectively i think i should date her,uh if i were omnipotent for a day i'd make myself omnipotent forever,0.07692308,0.0,0.0,0.0
467,in fact iii was married to one of them,see there's always one guy if i had a wish i'd wish for three more wishes,0.0625,0.0,0.0,0.0
468,we have maybe we'll be seeing each other at dinner tomorrow night say around o'clock,hey joey hi hey buddy,0.0,0.0,0.0,0.0
469,oh okay,hey joey what would you do if you were omnipotent,0.0,0.0,0.0,0.0
470,joey do you work here,probably kill myself,0.0,0.0,0.0,0.0
471,okay d'y'see anybody you think could be me,excuse me,0.02489353,0.0,0.0,0.0
472,what,hey if little joey's dead then i got no reason to live,0.0,0.0,0.0,0.0
473,no this is pretty much it,joey uh,0.0,0.0,0.0,0.0
474,yeah oh your mom probably won't kill herself y'know,you,0.0,0.0,0.0,0.0
475,oh honey the earrings,well can you at least stay to the end of the play,0.08333333,0.0,0.0,0.0
476,i can't leave it you gouged a hole in my dingy floor,i mean i'll go to the airport with ya ii wanna say good bye,0.07142857,0.0,0.0,0.0
477,no no no i don't could you be a dear and go tell him,where are you vic,0.02052125,0.0,0.0,0.0
478,i thought i would but the translation's no good,flight's in an hour ii gotta go,0.0,0.0,0.0,0.0
479,well kristin kristindoes something that funnily enough wasn't even her major,vic vic,0.0,0.0,0.0,0.0
480,not so much,in a minute,0.0,0.0,0.0,0.0
481,all right i'll leave,so this is it victor,0.0,0.0,0.0,0.0
482,ma you're asking me to marry you,yeah i guess it is,0.0,0.0,0.0,0.0
483,so they ah they all took off it was pretty hard watching them go y'know,listen i ah i gotta say good bye andand i gotta say it quick cause this is killing me,0.10526316,0.0,0.0,0.0
484,and then after that i'm gonna get so drunk i'm gonna wanna call janice,one thing you gotta know is that i will never forget you,0.07054014,0.0,0.0,0.0
485,disneyland 'it's a small world after all',but you've got things you have to do now and so do i,0.0,0.0,0.0,0.0
486,umm you make something up,and so i'm gonna get on this spaceship and i'm gonna go to blargon in search of alternative fuels,0.0,0.0,0.0,0.0
487,they're actually gonna call her chandler,but when i return years from now you'll be long gone,0.0,0.0,0.0,0.0
488,we're probably too old to do that now,but i won't have aged at all,0.0,0.0,0.0,0.0
489,am i naked again,so you tell your greatgreatgranddaughter to look me up because adrienne baby i'm gonna want to meet her,0.0,0.0,0.0,0.0
490,sure,so long vic,0.0,0.0,0.0,0.0
491,i can't believe theythey didn't even tell us,see ii think that one that elton john wrote for um that guy on,0.0,0.0,0.0,0.0
492,i'm i'm monana,what song was that pheebs,0.0,0.0,0.0,0.0
493,unless you wanna practice the foxtrot again oror the tango,hi monica,0.0,0.0,0.0,0.0
494,joey how do you make,hey mon,0.0,0.0,0.0,0.0
495,are you excited,hey mon,0.0,0.0,0.0,0.0
496,hey how's my pal toby doing today,oh my god has she slept at all,0.125,0.0,0.0,0.0
497,i'm gonna go find that guy's car and leave a note on the windshield,nope,0.0,0.0,0.0,0.0
498,wow imagine what our kids would look like,no it's been three nights in a row,0.0,0.0,0.0,0.0
499,she loves you,yeah she finally stopped crying yesterday but then she found one of richard's cigar butts out on the terrace so,0.05,0.0,0.0,0.0
500,oh yeah i should probably call them,oh okay that explains it,0.13406401,0.0,0.0,0.0
501,i'm great i'm great i've got a great job at,i got a call at two in the morning but all i could hear was like this high squeaky sound so i thought okay its like a mouse or a opossum,0.09677419,0.05679618,0.0,0.0
502,hello i am guru sajwhoa that's supposed to be a duck right cause otherwise this is waaay out of my league,but then i realized where would a mouse or a opossum get the money to make the phone call,0.1421191,0.0,0.0,0.0
503,i think it's best sir,y'know what i don't know how comfortable i am going to see how hot the sex is between some guy and your girlfriend,0.04347826,0.0,0.0,0.0
504,and then whoever does gets the phone,yeah i know but,0.0,0.0,0.0,0.0
505,let me get it out before it sets,oh nonono i'm there,0.0,0.0,0.0,0.0
506,you'd tell me if you were moving out right,hey,0.0,0.0,0.0,0.0
507,hey,hey mon want some pancakes,0.2,0.0,0.0,0.0
508,oh milwaukee,you made pancakes,0.0,0.0,0.0,0.0
509,yeah i'm pretty confident about that,yep grab a plate,0.0,0.0,0.0,0.0
510,i am strong i'll show you,nono stay right there gettin' closer,0.0,0.0,0.0,0.0
511,well i told you not to walk here there okay,okay okay but don't worry because we also have cereals muffins waffles,0.08333333,0.0,0.0,0.0
512,no wait emily no wait stop emily please,listen also we're uh we're watching the game here saturday night if people want to come over,0.0,0.0,0.0,0.0
513,okay it'll take just a little while to prepare the embryos,oh yeah,0.0,0.0,0.0,0.0
514,but hey y'know if you don't believe me please by my guest,yeah hero sandwiches,0.0,0.0,0.0,0.0
515,as i was saying i should probably have the first of the three kids by the time i'm which gives me five years,well you all know that i'm a pacifist so i'm not interested in war in any way,0.0413305,0.0,0.0,0.0
516,i mean not that sitting at home worrying about giving birth to a sixteen pound baby is not fun,when the revolution comes i will have to destroy you all,0.08785911,0.0,0.0,0.0
517,you guys are messing with me right,not you joey,0.08786571,0.0,0.0,0.0
518,i'm like those women that you see with shiny guys named chad,hey continuing the countdown of your favorite meals tonight no macaroni and cheese with cut up hot dogs,0.05555556,0.0,0.0,0.0
519,boyfriend,look you have done enough okay you have to stop this now,0.0,0.0,0.0,0.0
520,and we'll be like'man get over it it's been four years',i will but not tonight for dinner music i thought we could listen to that tape you made me,0.0,0.0,0.0,0.0
521,oh thank god,oh the mixed tape,0.25,0.0,0.0,0.0
522,ehwhexcuse me,the way you look tonight,0.0,0.0,0.0,0.0
523,first of all i'm so sorry about my father yelling at you but i heard you totally held your own,you are just the sweetest,0.00995741,0.0,0.0,0.0
524,hey,hey,1.0,0.0,0.0,0.0
525,hey,hey guess what i'm doing tonight,0.16666667,0.0,0.0,0.0
526,there's nothing to handle,what,0.0,0.0,0.0,0.0
527,she is kicking so much,i'm checking out the restaurant with pete,0.0,0.0,0.0,0.0
528,hold it nypd freeze punk,ohh monica i am so excited for you,0.0,0.0,0.0,0.0
529,and you would read alone in your room and your puzzles,ooh actually i've been making a list of all the women i know who might be into doing this,0.0,0.0,0.0,0.0
530,oh my god,oh wow huh boy well someone's been doing their homework,0.1,0.0,0.0,0.0
531,dude what am i gonna,yeah ooh and i know gail rosten is in there twice but she is so,0.06666667,0.0,0.0,0.0
532,and i haven't taught him anything that a normal yearold doesn't know anyway,oh i know y'know justjust talking about it is getting me kinda,0.15334074,0.0,0.0,0.0
533,that'll work,oh me too,0.0,0.0,0.0,0.0
534,and he'll be all 'yes',ross it just wouldn't have been feasible,0.0,0.0,0.0,0.0
535,check this out can i have this,but having a dove place the ring on your finger would've been no problem,0.0,0.0,0.0,0.0
536,no rach no i don't i don't i don't,it was really fun being married to you tonight,0.0,0.0,0.0,0.0
537,heads up ross score you suck,yeah and and it was the easiest bucks i've ever made,0.0,0.0,0.0,0.0
538,y'know they're not gonna get married anyway,okay ross can i uh can i ask you something,0.0,0.0,0.0,0.0
539,oh yeah well i'm rubber you're glue whatevercan't do it listen uh gimme back my puck,yeah,3.1e-07,0.0,0.0,0.0
540,you can't,that proposal at the planetarium,0.0,0.0,0.0,0.0
541,ahh,i know i know it was stupid,0.0,0.0,0.0,0.0
542,people make mistakes,are you kidding,0.0,0.0,0.0,0.0
543,oh yeah now everybody wants to be under this hat,with the with the lilies andand the song and the stars,0.0,0.0,0.0,0.0
544,and i was gonna go over and say hi' but then i figured he doesn't care if he looks like you,it wasreally wonderful,0.0,0.0,0.0,0.0
545,and it kinda works out for the best,did you just make that up,0.0,0.0,0.0,0.0
546,nono kathy,no actually i thought about it when when we were going out,0.0,0.0,0.0,0.0
547,oh now daddy stay calm please,it's how i imagined i uh i would ask you to marry me,0.0,0.0,0.0,0.0
548,yeah she's gay,well that would've been very hard to say no too,0.0,0.0,0.0,0.0
549,okay,it's a good thing i didn't do it because it sounds like it would've been a very expensive wedding okay good night,0.04545455,0.0,0.0,0.0
550,what,goodnight,0.0,0.0,0.0,0.0
551,hope hope,even if the sidecar had a windscreen so your hair wouldn't get messed up,0.0,0.0,0.0,0.0
552,absolutely i love the way you kiss,i will think about it,0.13406401,0.0,0.0,0.0
553,really,that's all i'm askin',0.0,0.0,0.0,0.0
554,and besides heyheyhey no one is even gonna,well actually ii didn't eat mine it's still in the bathroom,0.0,0.0,0.0,0.0
555,okay blablablabla who is it,no it isn't i ate that,0.16666667,0.0,0.0,0.0
556,they're not true,well we left ours in monica's bedroom,0.0,0.0,0.0,0.0
557,okay well my girl from the other night was special she was a scientist too,nope got it and i got yours too,0.05210775,0.0,0.0,0.0
558,oh ross come on this is not this is not a marriage this is the world's worst hangover ross listen if,that's fine actually i'm on the hiring committee so there'll be at least one friendly face,0.09145195,0.0,0.0,0.0
559,you're our third call tonight,ohh that's great,0.0,0.0,0.0,0.0
560,fraid so brown hair green eyes,you know junior miss is where i started oh i had to sleep with the,0.0,0.0,0.0,0.0
561,i can see it from right here it'll cost you one husband,really,0.0,0.0,0.0,0.0
562,look you guys have been to every play i've ever been in have i ever had chemistry on stage,nohoho,0.0,0.0,0.0,0.0
563,oooh it's getting close,yeah,0.0,0.0,0.0,0.0
564,you are so dead i'm gonna get you,i mean nonononono don't you worry i'm sure with your qualifications you won't need to sleep with some guy to get that job,0.17391304,0.0,0.0,0.0
565,nimitz and sold over boxes,although i might need some convincing,0.0,0.0,0.0,0.0
566,they're having their baby,well i umm,0.0,0.0,0.0,0.0
567,i don't want to lose you,kidding god i feel wild today,0.16666667,0.0,0.0,0.0
568,i did it,yeah but maybe it's not what we think maybe it's tell monica i'm sorry idrank the last of the milk,0.0,0.0,0.0,0.0
569,now that is funny,or maybe hehe was writing to tell her thatthat he's changed his name y'know tell monica i'm sorry,0.0,0.0,0.0,0.0
570,y'know what i don't i don't think phoebe really wants to come,i think it means he freaked out and left,0.15922918,0.0,0.0,0.0
571,i'm reading your ad,don't be so negative good god isn't it possible that sorry is sitting in there right now,0.0,0.0,0.0,0.0
572,no no no it's flattery,okay phoebe ii think ross is right what are we gonna do,0.0,0.0,0.0,0.0
573,no i get to teach one of his advanced classes why didn't i get head of the department,lookokay i'm just gonnai'm gonna have to go find him and bring him back,0.05367695,0.0,0.0,0.0
574,ross thank god,okay,0.0,0.0,0.0,0.0
575,although this city is my home so,youyou make sure monica does not find out okay,0.0,0.0,0.0,0.0
576,hey,hi hey,0.5,0.0,0.0,0.0
577,listen can we watch cartoons on your television,do you guys know any cute guys,0.0,0.0,0.0,0.0
578,oh well we watch it a second time and its,well of course i do my good friend joey over here,0.09090909,0.0,0.0,0.0
579,iii of course i have more responsibilities than that,oh i'm sorry thank you chandler,0.0,0.0,0.0,0.0
580,you should how is she,anyway there's this big charity ball this weekend and ralph lauren bought a table so i kinda have to go,0.0,0.0,0.0,0.0
581,well i have to go now,what's the charity,0.0,0.0,0.0,0.0
582,nothing this is not over,i don't know something either trees or diseaseralph mumbles a lot,0.0,0.0,0.0,0.0
583,spoon so what do you think,does ralph mumble when you're not paying attention,0.0,0.0,0.0,0.0
584,that was soso not really never,yeah it's weird but the thing is need to find a date,0.0,0.0,0.0,0.0
585,yeah for you is that the list,well what kind of guy are you looking for,0.22222222,0.0,0.0,0.0
586,hey ooh look at you dressydress,what are you guys doing later,0.16666667,0.0,0.0,0.0
587,you wish,oh rachel and i have appointments to get our hair cut,0.0,0.0,0.0,0.0
588,wow,we do,0.0,0.0,0.0,0.0
589,y'know what i can easily get out of this but there is a chance you can get very very hurt,i want to see what he wants first,0.05578254,0.0,0.0,0.0
590,rachel things can get incredibly complicated,i just found out that elizabeth's dad wants to meet me,0.0,0.0,0.0,0.0
591,they have the best stuff in there,wait a minute hold the phone you're not elizabeth's dad,0.1,0.0,0.0,0.0
592,did you not hear me say duude,come on guys ii really want this guy to like me,0.09090909,0.0,0.0,0.0
593,yeah,itit would really help me out if you guys were here to make me look good,0.0,0.0,0.0,0.0
594,what happened you still have the monica wedding fund don't you,of course we'll help yeah we'll be here,0.0,0.0,0.0,0.0
595,no but don't worry i'm sure they're still there,thanks,0.0,0.0,0.0,0.0
596,okay man,we know how tough those parentteacher conferences can be,0.0,0.0,0.0,0.0
597,hi,i'm okay i gotta go down to the police station and look at mug shots,0.0,0.0,0.0,0.0
598,nah i kept myself busy,thanks for having me over you guys,0.0,0.0,0.0,0.0
599,no i don't want to hit you,tag,0.0,0.0,0.0,0.0
600,dangerous liaisons,yyou're going,0.0,0.0,0.0,0.0
601,well half a brownie,uh we didn't uh we didn't get the chance to talk,0.0,0.0,0.0,0.0
602,oh yeah this is from rachel,uh so where did you say you're from again,0.11111111,0.0,0.0,0.0
603,okay i'll be back in just a minute oh phoebe i'm sorry that i left lipstick marks on the phone,colorado,0.0,0.0,0.0,0.0
604,hi sorry i'm late were you sleeping,ah what good are you,0.13406401,0.0,0.0,0.0
605,now i've never been able to cry as an actor so if i'm in a scene where i have to cry i cut a hole in my pocket take a pair of tweezers and just start pulling,look um i think we should talk about what happened on the terrace,0.01214178,0.0,0.0,0.0
606,yeah that's what i drive i make four bucks an hour i saved up for years,okay,0.0,0.0,0.0,0.0
607,okay i guess we can lose to junior high girls some other time,ah ii never should have said what i said,0.07124227,0.0,0.0,0.0
608,on the other hand if she wasn't kidding she's not fun she's stupid and kind of a racist,ity'know what,0.0,0.0,0.0,0.0
